e, e_dot, e_int, stamp, 
0.004040572457832126, 0.003679936918514389, 0.0007493131246771793, 41420000000, 
0.003632362530015143, -0.0021005683334420397, 0.0007956978678596682, 41522000000, 
0.005142454308346894, 0.003672939501715896, 0.0008543592864129442, 41590000000, 
0.0048174836817408695, 0.003950403839085755, 0.0009061533680068605, 41692000000, 
0.004300540307962397, -0.0028063800012816573, 0.0009506985532033441, 41794000000, 
0.00605795106614368, 0.004134891281342701, 0.0010117316703897965, 41896000000, 
0.005660145837733638, 0.004532018432570802, 0.001067909147455981, 41998000000, 
0.005021362788384165, -0.0034552942591983826, 0.0011159639794840988, 42066000000, 
0.007060753689150517, 0.004668692838056265, 0.0011828174876845547, 42168000000, 
0.006679540332732159, 0.00552725848115998, 0.0012507771206844561, 42270000000, 
0.005935175181071645, -0.003751928360262909, 0.0013116979468636215, 42304000000, 
0.005935175181071645, -0.0024812171722017142, 0.001236659379658363, 42304000000, 
0.005935175181071645, 0.0, 0.001187035036214329, 42304000000, 
0.006240381585593507, 0.0010173546817395425, 0.0012073821298491199, 42406000000, 
0.006240381585593507, 0.0010173546817395425, 0.0012277292234839105, 42406000000, 
0.00836039766064961, 0.0070667202501870086, 0.0013894107221224417, 42474000000, 
0.008171574741000914, 0.00643731051802469, 0.0015181569324829354, 42508000000, 
0.007656027467078219, -0.0023479006452379694, 0.0016125333245819162, 42542000000, 
0.010263710256324166, 0.006973785051077504, 0.0017394208309602199, 42576000000, 
0.010263710256324166, 0.008692275964153154, 0.00187889653198177, 42576000000, 
0.03038772675527568, 0.06708005499650505, 0.003394343151194934, 42610000000, 
0.02911863888574409, 0.06284976209806642, 0.004651338393156262, 42644000000, 
0.02807744982009963, -0.007700923117253493, 0.005838921030741294, 42712000000, 
0.02807744982009963, -0.0034706302188148666, 0.005684902568396224, 42712000000, 
0.030744258116424616, 0.00888936098774995, 0.005793277183774925, 42916000000, 
0.026194113358105037, -0.006277788206648649, 0.005667721419641952, 43018000000, 
0.030822372254264707, 0.00026038045946696897, 0.005850716248586291, 43120000000, 
0.02914050653039682, 0.009821310574305945, 0.005743799476184437, 43188000000, 
0.026363260141644473, -0.014863707042067445, 0.0057550759284204, 43290000000, 
0.03217538041895332, 0.010116246295188333, 0.005845276472732974, 43392000000, 
0.030165403995137702, 0.012673812844977428, 0.005913602970382366, 43494000000, 
0.027652280360407372, -0.01507700019515316, 0.005999537651633226, 43596000000, 
0.025688286052642145, -0.014923726474985188, 0.005567064693879148, 43698000000, 
0.03292211524123034, 0.017566116269409904, 0.0057508454436186575, 43766000000, 
0.02998578504745833, 0.014324996649387281, 0.005906412422755388, 43868000000, 
0.02772677538328039, -0.01731779952649985, 0.006042311711464604, 43970000000, 
0.035858340469170705, 0.01957518473904125, 0.006238060059993961, 44072000000, 
0.03363463829216795, 0.01969287636295854, 0.006481316942974603, 44174000000, 
0.030461255697724426, -0.017990282571487593, 0.0066636156306042055, 44276000000, 
0.03853219202096897, 0.016325179096003395, 0.00684187240072409, 44378000000, 
0.0365945786507873, 0.020444409843542916, 0.00703920175796538, 44446000000, 
0.03294317163292629, -0.01863006796014227, 0.00720466282031217, 44548000000, 
0.04080085221123772, 0.014020911868168062, 0.007355906832996754, 44650000000, 
0.038409314713091405, 0.018220476933883723, 0.0074768892371503606, 44752000000, 
0.034713085176807865, -0.020292556781432852, 0.007594883473409132, 44820000000, 
0.04282326287208536, 0.01471316052997986, 0.007729710850798975, 44922000000, 
0.04011013782387968, 0.017990175490239374, 0.00784309905818486, 45024000000, 
0.036080458109665356, -0.022476015874733357, 0.007934257253708693, 45126000000, 
0.04430959979015518, 0.013998206554251685, 0.008033346381580014, 45228000000, 
0.04160563390865951, 0.018417252663313854, 0.008133046120565337, 45296000000, 
0.03760990313778913, -0.022332322174553516, 0.008235009122440254, 45398000000, 
0.04645915579155957, 0.01617840627633353, 0.008378312855867213, 45500000000, 
0.04393252520708611, 0.021075406897656617, 0.008533438942428986, 45602000000, 
0.04002792506970598, -0.021437435739511956, 0.008694640404556779, 45670000000, 
0.04893777024550158, 0.016684150128051568, 0.008859881368152911, 45772000000, 
0.045940725342875605, 0.01970933424389874, 0.008993761377205544, 45874000000, 
0.04143035961664488, -0.025024702096189008, 0.009087257013668137, 45976000000, 
0.038022550626194654, -0.026393915722269835, 0.008359575705714342, 46078000000, 
0.04673997485474272, 0.017698717460326124, 0.008412859006505484, 46180000000, 
0.041819478787574686, 0.012656427204600107, 0.008438800284567472, 46248000000, 
0.03855986614737086, -0.02726702902457287, 0.00847462131931255, 46350000000, 
0.04917548052244436, 0.02452000578289891, 0.008636988363825992, 46452000000, 
0.04622703204198736, 0.025557219648721676, 0.008930825247453505, 46554000000, 
