imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, odom_x, odom_y, stamp, 
-0.06827819475817413, -0.02082331571546904, -0.0010735372827825691, 1.9676270624826632e-12, -3.899658209097361e-05, -5.045639789385804e-08, 6.089037308251502e-05, -9.973461679945796e-07, 6.002175467066825e-05, -9.973476144485184e-07, 43290000000, 
-0.05277707711409526, 0.01349453616775716, -0.0022541227945680068, 1.5957263314410406e-11, -0.0001679245306467333, -9.502639818586164e-08, 6.209165064949817e-05, -9.973441597804083e-07, 6.000447899252731e-05, -9.972503987690113e-07, 43360000000, 
-0.06579061038592585, -0.011360995137827925, -0.004092911985501754, 5.593083882152616e-12, -0.0004017941545178645, -1.3920271908544995e-08, 6.29643372229854e-05, -9.973426309526317e-07, 5.998384248793445e-05, -9.973695585272838e-07, 43425000000, 
-0.07745600627026945, -0.026245185684065836, -0.006327282537605302, -3.4115592480125676e-10, -0.0010817377610056991, 3.1537766092595465e-07, 7.81577267350966e-05, -9.97317463022912e-07, 5.9954409715049325e-05, -9.973832896243965e-07, 43490000000, 
-0.036858785483261214, -0.0223814577413851, -0.006716448069380143, -1.3762533869086485e-09, -0.0015261947936190791, 9.017547384270174e-07, 7.90846618726497e-05, -9.973207180311492e-07, 5.995362065700402e-05, -9.973758372734552e-07, 43555000000, 
-0.05198817613298961, 0.0017805326794445289, -0.0074199062986460155, -2.3586745520949633e-10, -0.0018988755382355845, 1.2421427864022194e-07, 8.090486731789919e-05, -9.973315230828505e-07, 5.9985996932062296e-05, -9.973024395239414e-07, 43620000000, 
-0.052822462370997754, 0.0035770542761394564, -0.008477053816912602, 4.3222414490851583e-10, -0.0017994222946199354, -2.402016170416561e-07, 0.00014032476478868046, -9.97252466615182e-07, 6.003567486847523e-05, -9.9739362540651e-07, 43710000000, 
-0.07705735259559916, -0.00828993866073003, -0.010746383052332959, -7.568320334077214e-10, -0.0019426330554519159, 3.8959083460651767e-07, 0.00020602455965353173, -9.971622711829885e-07, 6.002566206451397e-05, -9.97354546962547e-07, 43766000000, 
-0.05560801461768055, -0.016834068131127616, -0.011978946869824323, -2.473955602678893e-09, -0.0020484924077659237, 1.2076957636259816e-06, 0.00025259745403665237, -9.970968409927352e-07, 5.998789713970768e-05, -9.973700685026e-07, 43826000000, 
-0.060726049229124474, -0.0013640539840613628, -0.013410546676315348, -9.203899798778389e-10, -0.0022182426143404974, 4.14918536830778e-07, 0.00029675886878914755, -9.9703541258322e-07, 6.0025020852792815e-05, -9.973959401682968e-07, 43897000000, 
-0.07091524912388517, -0.019760804811925322, -0.01525887381718319, -3.947862186160698e-09, -0.0024593736248723665, 1.605230757228105e-06, 0.00034414166862924275, -9.969836623264818e-07, 6.002941467678929e-05, -9.97360555302474e-07, 43957000000, 
-0.0691691941609642, 0.009509774875582922, -0.016837264934621225, 1.0928152871752558e-09, -0.002698019142283888, -4.050435632751596e-07, 0.0003843796974785571, -9.969359721814274e-07, 6.000717106316739e-05, -9.973982068891485e-07, 44042000000, 
-0.0628796311841206, -0.0024174457394752352, -0.017890874875145787, -1.9444374248084382e-10, -0.0028886325849297873, 6.731342140751005e-08, 0.0004131503273052918, -9.969189870917736e-07, 6.0043229017885196e-05, -9.974245996645867e-07, 44137000000, 
-0.06118685256280115, -0.012619998145423514, -0.018718456904318677, -3.82344206445337e-09, -0.003038533427828616, 1.2583182496648267e-06, 0.0004356161403951555, -9.968995009179644e-07, 6.004718713207214e-05, -9.97452889249342e-07, 44227000000, 
-0.07297937525009, 0.0044965093077675685, -0.02006246478471655, 5.417409637562708e-10, -0.0032605400132967423, -1.6615068717053245e-07, 0.0004621260189757942, -9.96864997562482e-07, 6.002363571830979e-05, -9.974273472747395e-07, 44312000000, 
-0.06603689136832591, -0.006259301869794564, -0.020816170183854968, -2.1441487006049746e-09, -0.00342310724141018, 6.263749714489439e-07, 0.00047838045782524504, -9.96863639087976e-07, 6.005866829880706e-05, -9.974539262717618e-07, 44412000000, 
-0.07270692049573739, 0.014856200223183355, -0.02185307898028014, 5.938741296463122e-09, -0.003574231307113136, -1.6615436400672604e-06, 0.0004994199068105152, -9.968276311724467e-07, 6.006168388314564e-05, -9.974188438712596e-07, 44512000000, 
-0.020621557088747924, -0.016464512865776694, -0.019821444822826318, -5.127669148277668e-09, -0.00338007993736954, 1.517026000357892e-06, 0.00047405896477139376, -9.968886561601795e-07, 6.00373964532312e-05, -9.97456850189656e-07, 44597000000, 
-0.07314520128336291, -0.01322021191185191, -0.020951639452474507, -7.012756877475157e-09, -0.003530166081943938, 1.9865232158180725e-06, 0.0004871797276163782, -9.968604375155427e-07, 6.005431404378044e-05, -9.974983050143742e-07, 44682000000, 
-0.05036564918828125, 0.00871114237803602, -0.020671927997811892, 1.9027293308786604e-09, -0.0034994166372289775, -5.437275775157033e-07, 0.0004848758323016876, -9.968780053790228e-07, 6.009165792560827e-05, -9.974867107965877e-07, 44772000000, 
-0.033632886288612024, 0.027404171897999756, -0.0194850762454086, 1.2018706636164193e-08, -0.003355124422008124, -3.582194018596396e-06, 0.0004687769553716882, -9.96923815840357e-07, 6.0049739433593125e-05, -9.975412245501375e-07, 44847000000, 
-0.029065823739416272, -0.01507576848376555, -0.01818619175371957, -2.1026618448078216e-09, -0.0031857961152785765, 6.600114284538758e-07, 0.0004483378461873998, -9.969710652850907e-07, 6.003217943899653e-05, -9.974647049384653e-07, 44947000000, 
-0.02986749673967018, -0.009444783218906568, -0.017109581466256185, -3.670928138564701e-09, -0.0030181976865335304, 1.2162649765929833e-06, 0.00043032788717830645, -9.969642337343804e-07, 6.0093640648863585e-05, -9.97528649072786e-07, 45032000000, 
-0.07408603674157688, 0.005443774444996263, -0.018677194868577395, 8.413395725180723e-10, -0.0031727529668784935, -2.6517651430827357e-07, 0.0004462182361725406, -9.969106409939324e-07, 6.0128012847706586e-05, -9.975324221807594e-07, 45132000000, 
-0.051224061998448506, 0.02036765014097829, -0.0187658642088707, 7.680386223308291e-09, -0.003183540892642409, -2.4125294702696285e-06, 0.0004473172739209896, -9.968992414811374e-07, 6.0115302177498264e-05, -9.974528018657883e-07, 45227000000, 
-0.0671766640543564, 0.01173121306461194, -0.01973427074475947, 6.893026528624801e-09, -0.0033111052143522364, -2.081790242951645e-06, 0.0004592668143262021, -9.968528264910147e-07, 6.006430587316434e-05, -9.975853339741606e-07, 45322000000, 
-0.06327837131214809, -0.03242579042886968, -0.020365770209294417, -1.0562733401298559e-08, -0.003395162555798385, 3.1111127163143133e-06, 0.0004697906109553637, -9.967977772118067e-07, 6.006768070741991e-05, -9.975566856213093e-07, 45402000000, 
-0.034346726629655086, 0.012709918920667067, -0.01926787982524828, 2.120946716008553e-09, -0.0032887644894702517, -6.449068404865292e-07, 0.00045757891407418704, -9.967696554860555e-07, 6.011620686599545e-05, -9.9749771204308e-07, 45487000000, 
-0.07660420498844778, -0.03704975033280038, -0.02070137985690248, -1.3931963958075608e-08, -0.0034533845974824397, 4.034292609120972e-06, 0.0004755121295367562, -9.967655575794258e-07, 6.013679246460227e-05, -9.975263555101707e-07, 45587000000, 
-0.05455645757109244, -0.02294030901014121, -0.020690978550734537, -1.3662817400015952e-08, -0.003482140682460801, 3.923683344798278e-06, 0.0004768930754574322, -9.967982115745777e-07, 6.010621112688516e-05, -9.97492112896545e-07, 45677000000, 
-0.060205310598565105, 0.029675125853908843, -0.02099304993579651, 8.876375644277238e-09, -0.003532436308842807, -2.5128197278622855e-06, 0.00048200418587413424, -9.968571056087199e-07, 6.010735454673555e-05, -9.976151085057476e-07, 45762000000, 
-0.04061056082154988, 0.006182216603039905, -0.020149102014053042, 5.404430234205157e-09, -0.0034396906176266707, -1.5711966089363363e-06, 0.0004729934186794346, -9.969720426468165e-07, 6.01513704667317e-05, -9.975791858738297e-07, 45857000000, 
-0.0695767216632264, 0.010815410814095636, -0.02103967438986929, 6.454074783619121e-09, -0.003548272275662865, -1.8189344791510998e-06, 0.0004831593964356376, -9.969612665368023e-07, 6.014868541642151e-05, -9.976326270295876e-07, 45922000000, 
-0.06221206013547492, 0.008539217232607574, -0.02140085866893831, 5.992147974706979e-09, -0.003602825703053604, -1.6631800893471714e-06, 0.0004889736183112035, -9.9691641934978e-07, 6.013140463674319e-05, -9.975673430488173e-07, 45995000000, 
-0.04440147455522575, 0.023678854172356215, -0.02068439943687895, 1.2501643206821972e-08, -0.0035430966733734277, -3.528451058299518e-06, 0.0004805721509757784, -9.96861019639294e-07, 6.0140631104327676e-05, -9.976371630696018e-07, 46070000000, 
-0.06511092029398569, -0.019567618167386606, -0.021253582154898032, -4.818839571235939e-09, -0.003589995950350829, 1.342296659349998e-06, 0.0004887890155876118, -9.967797693304361e-07, 6.016829841008376e-05, -9.976552807940258e-07, 46147000000, 
